(6314032, 2850, 3464, 3857, 9514, 'Ealing')
(3448906, 2189, 3464, 642, 9298, 'Westmister')
(4222648, 8209, 5639, 2349, 44, 'Barnet')
(3704914, 2189, 3464, 6551, 3591, 'Hounslow')
(7207530, 5345, 5639, 6059, 5170, 'Barnet')
(3768232, 8209, 5639, 4605, 2605, 'Hounslow')
(3370859, 2850, 3464, 3789, 6639, 'Merton')
(5430318, 8209, 5639, 8668, 1857, 'Merton')
(9854601, 2907, 5639, 2334, 6296, 'Westmister')
(3776203, 2850, 3464, 9491, 6510, 'Richmond')
(5332506, 2907, 5639, 2717, 7863, 'Richmond')
(9301089, 2850, 3464, 8336, 6104, 'Richmond')
(4339156, 2907, 5639, 3450, 5525, 'Richmond')
(846211, 2850, 3464, 7079, 7524, 'Barnet')
(4496417, 2850, 3464, 884, 9790, 'Hounslow')
(9008458, 2907, 5639, 8380, 8087, 'Ealing')
(6707597, 2907, 5639, 4350, 3727, 'Merton')
(6794412, 2850, 3464, 2273, 9170, 'Hounslow')
(2086127, 2630, 3464, 7278, 7277, 'Westmister')
(4329249, 2189, 3464, 6754, 9329, 'Richmond')
(1641156, 2907, 5639, 5470, 840, 'Merton')
(3302443, 2850, 3464, 8650, 7420, 'Merton')
(1598976, 2907, 5639, 5147, 7747, 'Richmond')
(8081151, 2630, 3464, 9879, 978, 'Richmond')
(8033465, 2907, 5639, 2451, 8169, 'Richmond')
(8255328, 5345, 5639, 674, 7602, 'Westmister')
(8806858, 5345, 5639, 2825, 7007, 'Westmister')
(2974876, 2189, 3464, 7263, 4378, 'Hounslow')
(920241, 5345, 5639, 1184, 7632, 'Merton')
(9919993, 2907, 5639, 4489, 2042, 'Hounslow')
(6237531, 5345, 5639, 7152, 5901, 'Merton')
(7334579, 2850, 3464, 2539, 7941, 'Ealing')
(5846706, 5345, 5639, 7409, 9686, 'Hounslow')
(8552899, 2189, 3464, 2466, 9495, 'Barnet')
(7927956, 8209, 5639, 2522, 4550, 'Ealing')
(3430988, 2630, 3464, 3551, 9865, 'Richmond')
(4015296, 2907, 5639, 9030, 3710, 'Ealing')
(3986021, 2907, 5639, 198, 735, 'Richmond')
(4300870, 2630, 3464, 4806, 6101, 'Hounslow')
(6075329, 2850, 3464, 327, 7786, 'Merton')
(7012313, 2907, 5639, 1332, 1396, 'Westmister')
(8634909, 2189, 3464, 5811, 401, 'Westmister')
(5306338, 8209, 5639, 1444, 4600, 'Barnet')
(7293693, 2850, 3464, 4810, 6293, 'Barnet')
(5084227, 2189, 3464, 8524, 932, 'Richmond')
(3911448, 2907, 5639, 5039, 8599, 'Ealing')
(6738427, 5345, 5639, 3068, 8650, 'Merton')
(4258012, 2850, 3464, 9669, 8611, 'Barnet')
(1108562, 2907, 5639, 1353, 1788, 'Barnet')
(6718925, 2850, 3464, 6673, 9438, 'Barnet')
(2000941, 2907, 5639, 8207, 183, 'Richmond')
(2896847, 2189, 3464, 9661, 539, 'Ealing')
(1928497, 2850, 3464, 6299, 6899, 'Richmond')
(2728351, 2907, 5639, 9187, 9965, 'Ealing')
(3832093, 2907, 5639, 4282, 1899, 'Richmond')
(9909383, 2189, 3464, 3838, 6985, 'Merton')
(3592652, 8209, 5639, 1828, 7223, 'Ealing')
(4170175, 2850, 3464, 6718, 5245, 'Barnet')
(8641301, 2189, 3464, 6901, 3711, 'Westmister')
(6148089, 2630, 3464, 7783, 9089, 'Ealing')
(3461789, 8209, 5639, 182, 5816, 'Hounslow')
(5878200, 2907, 5639, 1938, 3254, 'Richmond')
(4327569, 5345, 5639, 1735, 9187, 'Hounslow')
(6067296, 2630, 3464, 43, 1935, 'Westmister')
(6810966, 2630, 3464, 3913, 1466, 'Hounslow')
(1895127, 5345, 5639, 3945, 5403, 'Barnet')
(7871829, 2189, 3464, 8083, 8935, 'Hounslow')
(3255329, 5345, 5639, 9620, 3952, 'Merton')
(4224043, 2630, 3464, 4366, 1396, 'Westmister')
(8855496, 5345, 5639, 5426, 297, 'Westmister')
(6784128, 2907, 5639, 1638, 5535, 'Ealing')
(4009809, 2850, 3464, 9808, 4856, 'Barnet')
(3553698, 2189, 3464, 9739, 1419, 'Westmister')
(2386617, 5345, 5639, 1604, 7578, 'Merton')
(9586216, 2907, 5639, 7683, 8551, 'Richmond')
(4053863, 2850, 3464, 1548, 7096, 'Westmister')
(471687, 5345, 5639, 1256, 4393, 'Westmister')
(3508130, 2189, 3464, 1443, 4577, 'Barnet')
(4689594, 2189, 3464, 322, 2644, 'Hounslow')
(7753503, 2850, 3464, 7399, 514, 'Barnet')
(9466001, 5345, 5639, 4089, 266, 'Hounslow')
(871859, 2189, 3464, 4386, 2135, 'Westmister')
(7666159, 2850, 3464, 3649, 4940, 'Ealing')
(4080367, 2189, 3464, 6373, 2766, 'Barnet')
(9236804, 8209, 5639, 6387, 7019, 'Hounslow')
(3756477, 8209, 5639, 3235, 6003, 'Barnet')
(1752523, 5345, 5639, 2608, 1773, 'Westmister')
(3722312, 5345, 5639, 2530, 3069, 'Westmister')
(9201524, 2907, 5639, 9236, 517, 'Barnet')
(5678522, 5345, 5639, 4259, 6575, 'Merton')
(1177727, 8209, 5639, 8239, 2060, 'Hounslow')
(7141851, 2189, 3464, 1326, 1220, 'Barnet')
(4611838, 8209, 5639, 7209, 8821, 'Hounslow')
(4246295, 2189, 3464, 1677, 3462, 'Barnet')
(4927961, 2907, 5639, 1487, 3079, 'Hounslow')
(1587743, 5345, 5639, 9997, 7634, 'Richmond')
(4666029, 2907, 5639, 7093, 384, 'Barnet')
(1585668, 2850, 3464, 4939, 1066, 'Richmond')
(5320662, 2189, 3464, 8167, 8525, 'Merton')
(1226146, 8209, 5639, 7192, 8858, 'Richmond')
(7030246, 2850, 3464, 2925, 8974, 'Westmister')
(3967305, 2907, 5639, 1868, 9078, 'Hounslow')
(3756334, 2850, 3464, 6324, 9440, 'Ealing')
(59120, 5345, 5639, 483, 5920, 'Hounslow')
(7126340, 5345, 5639, 7981, 7116, 'Richmond')
(5922456, 2189, 3464, 322, 2413, 'Ealing')
(2246707, 2907, 5639, 8759, 8830, 'Merton')
(7627590, 5345, 5639, 6614, 7895, 'Barnet')
(9704180, 2850, 3464, 1494, 6121, 'Barnet')
(7249149, 2630, 3464, 1347, 8502, 'Westmister')
(8324802, 5345, 5639, 1349, 2986, 'Ealing')
(8667531, 8209, 5639, 8066, 6165, 'Richmond')
(6079057, 2907, 5639, 8204, 7885, 'Hounslow')
(7388034, 2189, 3464, 5203, 9780, 'Hounslow')
(829693, 2630, 3464, 8755, 8874, 'Westmister')
(2116497, 8209, 5639, 8446, 8339, 'Merton')
(1770816, 5345, 5639, 8343, 6611, 'Westmister')
(9873962, 5345, 5639, 7475, 6974, 'Ealing')
(995615, 5345, 5639, 3434, 6365, 'Ealing')
(435079, 2189, 3464, 9782, 3660, 'Richmond')
(4480787, 2850, 3464, 69, 943, 'Merton')
(3538555, 2907, 5639, 5922, 8387, 'Barnet')
(3129498, 8209, 5639, 9464, 9126, 'Ealing')
(4776627, 2630, 3464, 8068, 1746, 'Merton')
(6259580, 2630, 3464, 736, 1641, 'Barnet')
(3952838, 2189, 3464, 7285, 7312, 'Ealing')
(4398950, 2907, 5639, 8115, 8224, 'Barnet')
(8456395, 5345, 5639, 715, 164, 'Barnet')
(3975837, 2630, 3464, 8350, 8424, 'Richmond')
(6772968, 2189, 3464, 6687, 7447, 'Westmister')
(3908057, 5345, 5639, 8950, 4428, 'Barnet')
(3166751, 8209, 5639, 3292, 2226, 'Ealing')
(4331336, 5345, 5639, 8350, 1854, 'Hounslow')
(3266823, 8209, 5639, 2864, 625, 'Merton')
(3572910, 2850, 3464, 5617, 6715, 'Barnet')
(8851457, 2907, 5639, 736, 1403, 'Merton')
(7717403, 2630, 3464, 7896, 284, 'Richmond')
(7533306, 2630, 3464, 6528, 3374, 'Richmond')
(5379569, 5345, 5639, 3074, 8588, 'Ealing')
(2559678, 2907, 5639, 5302, 8639, 'Merton')
(94618, 2630, 3464, 8883, 851, 'Barnet')
(2453600, 5345, 5639, 5478, 4219, 'Westmister')
(7065437, 2907, 5639, 3559, 5954, 'Barnet')
(2408905, 2189, 3464, 7913, 1029, 'Barnet')
(2458559, 2189, 3464, 4316, 4332, 'Richmond')
(3313741, 2630, 3464, 4233, 8787, 'Westmister')
(1897869, 2850, 3464, 3663, 8100, 'Hounslow')
(7698008, 2189, 3464, 7207, 436, 'Richmond')
(1525131, 2907, 5639, 9043, 4365, 'Barnet')
(1690227, 5345, 5639, 1193, 2154, 'Barnet')
(782192, 8209, 5639, 3391, 8331, 'Hounslow')
(3709200, 5345, 5639, 1965, 5833, 'Westmister')
(8215499, 2189, 3464, 8483, 743, 'Ealing')
(6313371, 8209, 5639, 685, 1198, 'Westmister')
(1062557, 2189, 3464, 2206, 9669, 'Ealing')
(2764173, 2189, 3464, 4184, 6818, 'Hounslow')
(6537186, 2850, 3464, 5759, 111, 'Merton')
(6609405, 5345, 5639, 6470, 3526, 'Barnet')
(5945754, 8209, 5639, 1140, 9520, 'Westmister')
(2972034, 5345, 5639, 8657, 4284, 'Barnet')
(8670073, 2630, 3464, 9703, 7836, 'Richmond')
(4396346, 2630, 3464, 6310, 321, 'Barnet')
(3577628, 8209, 5639, 1592, 9462, 'Merton')
(9817885, 2850, 3464, 5904, 423, 'Barnet')
(6931641, 5345, 5639, 9181, 8799, 'Richmond')
(4386899, 2189, 3464, 9404, 6837, 'Richmond')
(8448344, 2907, 5639, 24, 3057, 'Hounslow')
(3407243, 2850, 3464, 6001, 4544, 'Hounslow')
(851027, 2189, 3464, 3466, 6150, 'Richmond')
(4343190, 8209, 5639, 9515, 6215, 'Richmond')
(5649396, 5345, 5639, 388, 5653, 'Barnet')
(9088439, 2850, 3464, 2986, 9136, 'Barnet')
(3821955, 8209, 5639, 9132, 1081, 'Hounslow')
(2579650, 2189, 3464, 4417, 7602, 'Richmond')
(9905926, 8209, 5639, 3471, 4113, 'Merton')
(8155438, 2850, 3464, 5218, 4574, 'Westmister')
(7574230, 8209, 5639, 6813, 7527, 'Ealing')
(3726241, 2630, 3464, 6601, 8207, 'Hounslow')
(7865265, 5345, 5639, 810, 2137, 'Barnet')
(7264514, 2850, 3464, 119, 3292, 'Merton')
(5145769, 8209, 5639, 703, 184, 'Merton')
(3332660, 2907, 5639, 2166, 7898, 'Merton')
(8739138, 8209, 5639, 2203, 5134, 'Merton')
(4024141, 2907, 5639, 5695, 1437, 'Westmister')
(7698440, 8209, 5639, 8656, 4583, 'Barnet')
(7845241, 2189, 3464, 9041, 8998, 'Ealing')
(7017588, 2630, 3464, 8070, 9217, 'Westmister')
(334227, 2850, 3464, 7271, 3621, 'Ealing')
(9269976, 2189, 3464, 5331, 3057, 'Ealing')
(5006790, 5345, 5639, 1404, 5512, 'Westmister')
(6295123, 2189, 3464, 3748, 9639, 'Hounslow')
(9524622, 8209, 5639, 1180, 9075, 'Barnet')
(7149367, 8209, 5639, 8390, 7237, 'Merton')
(8294933, 5345, 5639, 7227, 3364, 'Hounslow')
(6649490, 2907, 5639, 8748, 4976, 'Westmister')
(7606621, 2850, 3464, 716, 4823, 'Westmister')
(9876117, 2850, 3464, 10, 4286, 'Ealing')
(1171087, 8209, 5639, 5369, 5917, 'Hounslow')
(9237131, 2189, 3464, 8318, 2247, 'Hounslow')
(6987817, 2850, 3464, 4512, 6205, 'Westmister')
(3061586, 2850, 3464, 2506, 162, 'Hounslow')
(3043062, 2189, 3464, 1130, 1429, 'Barnet')
(1763266, 2630, 3464, 2529, 668, 'Merton')
(3240212, 2907, 5639, 7876, 3829, 'Ealing')
(1508351, 2850, 3464, 6912, 2638, 'Westmister')
(9093423, 8209, 5639, 8144, 6626, 'Barnet')
(5426561, 2907, 5639, 3448, 9460, 'Ealing')
(2771567, 5345, 5639, 4017, 7352, 'Ealing')
(4434057, 2630, 3464, 1557, 8998, 'Merton')
