(2, 203, 10, 3089325);
(2, 203, 6, 6581203);
(1, 102, 2, 5916364);
(2, 202, 9, 3664710);
(2, 203, 1, 469452);
(1, 103, 7, 1216529);
(1, 103, 6, 3942860);
(1, 102, 8, 498898);
(1, 103, 5, 3703870);
(2, 201, 10, 7758447);
(2, 202, 7, 5180472);
(1, 102, 3, 4825077);
(2, 203, 10, 3078492);
(1, 103, 3, 5253207);
(1, 102, 10, 9799914);
(2, 203, 6, 2642881);
(2, 201, 6, 8401882);
(1, 102, 1, 9948983);
(1, 101, 8, 6941017);
(2, 201, 7, 2862913);
(1, 103, 10, 4981170);
(1, 103, 7, 6671996);
(2, 202, 9, 4674255);
(2, 201, 1, 9525674);
(2, 203, 8, 4191155);
(1, 101, 10, 5265927);
(1, 102, 1, 5286589);
(2, 201, 2, 3133408);
(2, 203, 4, 9464957);
(2, 201, 6, 3468566);
(1, 101, 5, 4952894);
(1, 101, 7, 3776761);
(1, 101, 2, 9507259);
(1, 101, 6, 7330651);
(2, 202, 3, 617442);
(1, 103, 10, 9361485);
(2, 201, 2, 5755998);
(2, 202, 4, 4017651);
(2, 201, 8, 4510607);
(1, 101, 2, 6435741);
(1, 103, 4, 8235031);
(2, 202, 5, 4041531);
(1, 101, 10, 6892817);
(2, 202, 1, 4066803);
(2, 202, 1, 5562320);
(2, 202, 7, 3002874);
(1, 103, 8, 8256691);
(1, 103, 8, 8796657);
(1, 103, 5, 2931800);
(2, 203, 2, 2583303);
(2, 202, 2, 1639012);
(2, 202, 1, 3092376);
(2, 202, 9, 2587441);
(2, 201, 6, 7709435);
(2, 203, 7, 9017434);
(2, 203, 5, 3889943);
(1, 102, 6, 2066018);
(2, 201, 8, 6045416);
(1, 103, 1, 2398135);
(2, 202, 4, 1199879);
(2, 203, 4, 2863674);
(2, 202, 3, 7248576);
(2, 201, 8, 4964468);
(1, 101, 10, 4165371);
(1, 103, 2, 8017061);
(1, 101, 2, 8103633);
(1, 103, 9, 6357021);
(2, 202, 3, 866309);
(1, 103, 2, 9469573);
(1, 102, 7, 4176620);
(2, 203, 8, 2413510);
(1, 101, 5, 1065631);
(1, 101, 1, 8910775);
(2, 203, 9, 8124068);
(1, 101, 9, 594742);
(2, 203, 3, 6266831);
(1, 103, 1, 4566487);
(2, 201, 6, 9299373);
(1, 102, 3, 8740516);
(1, 101, 9, 8985884);
(1, 101, 8, 7166688);
(1, 102, 7, 7798906);
(2, 202, 10, 5983000);
(2, 202, 4, 6150126);
(1, 103, 10, 9835431);
(1, 103, 7, 1569612);
(2, 201, 10, 6277163);
(2, 203, 1, 7972832);
(1, 102, 2, 9794787);
(2, 201, 10, 1802852);
(2, 202, 2, 9551135);
(1, 101, 6, 5207612);
(2, 203, 2, 1673282);
(1, 103, 1, 8001262);
(2, 203, 3, 7521282);
(2, 202, 1, 4982354);
(2, 201, 3, 7475646);
(2, 201, 1, 754470);
(1, 101, 1, 2083467);
(2, 203, 10, 6774664);
(2, 202, 3, 4889592);
(2, 203, 2, 427980);
(1, 103, 2, 6602243);
(2, 201, 2, 9230603);
(2, 203, 9, 5287275);
(1, 101, 9, 9680394);
(1, 102, 9, 3578762);
(1, 101, 8, 634107);
(1, 103, 9, 4529725);
(2, 201, 6, 8680915);
(2, 201, 4, 5470543);
(2, 203, 1, 1099424);
(1, 102, 6, 8975482);
(1, 102, 2, 5843764);
(1, 102, 5, 7830422);
(1, 101, 2, 7682092);
(1, 103, 8, 6948890);
(1, 102, 4, 5244009);
(2, 201, 10, 636029);
(1, 103, 9, 1127247);
(1, 102, 7, 9636592);
(2, 203, 9, 6683057);
(2, 203, 9, 230549);
(2, 202, 7, 8821796);
(2, 201, 8, 3694406);
(1, 102, 7, 7074207);
(2, 203, 5, 3882001);
(1, 101, 5, 9617612);
(2, 201, 2, 1456830);
(1, 102, 6, 3001773);
(2, 202, 1, 4814958);
(2, 202, 7, 1946322);
(1, 102, 10, 6331524);
(1, 102, 9, 5994930);
(2, 202, 7, 6832109);
(2, 201, 6, 8523213);
(2, 201, 9, 4721880);
(2, 201, 2, 508927);
(2, 202, 2, 3734760);
(2, 203, 1, 4218154);
(2, 201, 2, 3646672);
(2, 203, 2, 8801279);
(1, 101, 7, 4321605);
(1, 101, 7, 6527675);
(2, 201, 5, 4071653);
(2, 202, 7, 1266018);
(1, 101, 10, 7041500);
(2, 202, 10, 4716213);
(2, 201, 1, 770959);
(2, 203, 7, 7722766);
(1, 101, 3, 1134532);
(1, 101, 2, 9986551);
(1, 103, 10, 1872303);
(2, 201, 5, 1626423);
(1, 101, 6, 6309627);
(1, 102, 1, 5600238);
(2, 201, 10, 8513332);
(2, 201, 7, 5231939);
(1, 102, 3, 563139);
(2, 201, 3, 9965891);
(1, 102, 3, 3404932);
(2, 202, 4, 8606537);
(2, 201, 7, 5262654);
(2, 203, 1, 6785571);
(1, 101, 8, 4836253);
(2, 201, 4, 9071904);
(1, 102, 5, 2850553);
(1, 102, 1, 7126617);
(2, 202, 4, 4581306);
(2, 203, 3, 3391555);
(1, 103, 3, 4148722);
