(1, 103, 1, 1660501);
(1, 102, 5, 1991427);
(1, 102, 8, 1243380);
(1, 102, 1, 4456489);
(2, 202, 9, 5175691);
(2, 201, 10, 4784213);
(1, 101, 1, 8032838);
(2, 203, 5, 5942307);
(1, 101, 1, 7503898);
(2, 202, 2, 8016447);
(2, 201, 1, 9039992);
(1, 103, 2, 3142027);
(2, 202, 1, 3431343);
(1, 103, 5, 2505196);
(2, 201, 5, 3828093);
(1, 102, 4, 2021135);
(1, 103, 1, 6349065);
(1, 102, 2, 3070617);
(2, 202, 7, 8920947);
(1, 101, 2, 7598210);
(1, 103, 8, 8720324);
(2, 202, 6, 429236);
(1, 103, 2, 397306);
(1, 103, 1, 9666595);
(2, 203, 9, 1955457);
(2, 201, 1, 5972671);
(1, 101, 10, 4932995);
(1, 101, 6, 9788389);
(2, 203, 2, 7015653);
(2, 203, 8, 1769569);
(1, 101, 4, 315387);
(2, 201, 6, 3620258);
(1, 102, 4, 832363);
(1, 101, 3, 7727883);
(1, 101, 10, 4796449);
(2, 203, 6, 5742133);
(1, 103, 7, 9848992);
(1, 101, 2, 7546810);
(1, 101, 9, 4740721);
(1, 102, 2, 1098962);
(2, 201, 7, 4180507);
(1, 102, 1, 5693607);
(2, 201, 7, 6115363);
(1, 101, 5, 9680965);
(1, 102, 3, 242816);
(1, 103, 9, 8769788);
(1, 102, 5, 960717);
(1, 102, 4, 9930051);
(1, 102, 10, 7361091);
(2, 202, 4, 7905002);
(2, 202, 7, 6731054);
(2, 202, 9, 3689108);
(1, 103, 8, 1848914);
(2, 203, 3, 5882364);
(1, 103, 1, 4072652);
(1, 103, 6, 9476847);
(2, 202, 6, 7264813);
(1, 101, 2, 6420258);
(1, 102, 9, 8347776);
(2, 203, 7, 4406124);
(1, 103, 3, 6702299);
(1, 101, 2, 2826202);
(2, 202, 7, 2855645);
(2, 201, 7, 3337725);
(2, 203, 10, 4985441);
(2, 202, 1, 8671592);
(1, 101, 3, 3056456);
(2, 203, 3, 9099394);
(2, 201, 8, 3118849);
(2, 202, 10, 5576503);
(1, 101, 8, 753166);
(1, 102, 8, 8095264);
(2, 201, 4, 7085057);
(1, 103, 2, 7669685);
(2, 203, 5, 4721353);
(2, 203, 3, 9038751);
(1, 103, 2, 4369282);
(1, 102, 6, 67397);
(2, 203, 1, 7320976);
(2, 202, 5, 507);
(1, 101, 8, 590950);
(2, 202, 6, 8123162);
(2, 202, 1, 4584463);
(1, 102, 1, 3082308);
(2, 203, 1, 9659983);
(2, 203, 7, 6167785);
(2, 201, 9, 3837424);
(2, 202, 8, 9283330);
(2, 201, 3, 3843035);
(1, 101, 3, 5033252);
(1, 103, 2, 7693211);
(1, 102, 3, 7581652);
(1, 102, 6, 4342044);
(2, 203, 1, 2811843);
(2, 203, 10, 8000846);
(2, 201, 10, 3793299);
(1, 102, 2, 5365861);
(1, 103, 1, 4716208);
(2, 201, 5, 5251444);
(2, 202, 2, 5593165);
(1, 103, 9, 3554580);
(2, 203, 9, 1471018);
(2, 203, 7, 1931024);
(2, 201, 6, 8808415);
(1, 103, 5, 2413788);
(1, 101, 7, 4065180);
(1, 103, 7, 7270738);
(1, 101, 1, 280610);
(1, 102, 4, 5441773);
(1, 103, 7, 7163337);
(1, 102, 8, 9330920);
(2, 201, 4, 9754807);
(1, 102, 8, 5866888);
(1, 101, 3, 5404362);
(2, 201, 1, 1847694);
(2, 203, 1, 4994507);
(2, 201, 7, 9802701);
(2, 201, 6, 9784946);
(1, 101, 2, 9233387);
(2, 202, 7, 6021863);
(2, 202, 7, 4509386);
(1, 103, 6, 7262302);
(2, 201, 1, 9204258);
(1, 101, 4, 9050824);
(1, 103, 2, 6024388);
(2, 202, 10, 9074358);
(1, 101, 3, 5843200);
(1, 103, 8, 6584121);
(1, 102, 2, 4062360);
(2, 202, 9, 6114229);
(1, 103, 3, 161155);
(1, 102, 4, 7305121);
(2, 203, 9, 2861087);
(2, 203, 4, 8706139);
(2, 202, 3, 6173411);
(2, 203, 3, 6805058);
(1, 103, 1, 5053897);
(1, 103, 10, 4503700);
(2, 203, 10, 1414354);
(2, 202, 9, 5045266);
(2, 203, 8, 4813967);
(2, 203, 5, 1574536);
(2, 203, 2, 2801421);
(2, 203, 4, 7076924);
(2, 201, 4, 1877061);
(2, 203, 1, 1943840);
(2, 201, 4, 7566821);
(1, 102, 9, 2716357);
(2, 202, 10, 7207180);
(1, 101, 4, 8524178);
(1, 103, 4, 3125399);
(2, 203, 5, 8078069);
(1, 101, 8, 6393858);
(1, 103, 5, 9702401);
(1, 102, 9, 8641797);
(2, 202, 3, 1793059);
(1, 102, 6, 5235752);
(1, 103, 9, 3139663);
(2, 202, 6, 4914887);
(2, 203, 1, 3810619);
(1, 103, 2, 8393215);
(2, 203, 7, 8902791);
(2, 202, 3, 3781401);
(1, 103, 3, 7476697);
