(2, 203, 9, 3700939);
(2, 201, 8, 5144127);
(2, 202, 10, 8842579);
(1, 103, 6, 1428635);
(2, 201, 1, 4632409);
(2, 203, 6, 5114511);
(2, 201, 10, 9976867);
(1, 103, 3, 4162122);
(2, 201, 6, 9237745);
(2, 202, 8, 1886780);
(1, 103, 10, 1759233);
(2, 202, 7, 6257858);
(2, 202, 6, 6226375);
(2, 203, 10, 5715571);
(2, 201, 4, 650439);
(1, 102, 6, 1498159);
(2, 203, 8, 2159459);
(2, 201, 5, 6019437);
(2, 203, 3, 9741175);
(2, 203, 2, 9554261);
(1, 101, 8, 8356735);
(2, 203, 2, 716860);
(2, 203, 3, 4104038);
(2, 203, 6, 829640);
(1, 102, 9, 182749);
(2, 201, 8, 25696);
(2, 201, 1, 6999253);
(1, 103, 7, 5442190);
(2, 202, 5, 6590769);
(1, 103, 7, 1106852);
(2, 203, 3, 4145963);
(2, 202, 2, 7217437);
(1, 102, 8, 302176);
(2, 201, 2, 8834379);
(1, 102, 6, 8486900);
(2, 201, 3, 1161451);
(2, 202, 8, 9304278);
(2, 203, 10, 6030034);
(1, 101, 4, 6868106);
(2, 202, 5, 7107703);
(2, 201, 7, 8392867);
(1, 101, 4, 3143671);
(1, 103, 10, 6527267);
(1, 101, 10, 8442027);
(1, 101, 7, 6443050);
(1, 102, 4, 8076750);
(2, 203, 4, 9321593);
(1, 102, 7, 6045201);
(1, 103, 1, 1933108);
(1, 103, 9, 1298662);
(1, 101, 3, 4616945);
(2, 201, 7, 8497866);
(2, 203, 2, 9751388);
(1, 102, 3, 5117328);
(1, 101, 10, 2704171);
(1, 103, 10, 7190582);
(1, 101, 10, 8781588);
(2, 202, 2, 81673);
(1, 101, 9, 8618763);
(1, 103, 10, 9371739);
(2, 203, 4, 117893);
(1, 103, 5, 9040321);
(2, 201, 2, 956036);
(1, 102, 1, 4334935);
(1, 103, 6, 1482453);
(1, 103, 7, 5519359);
(1, 101, 9, 6949730);
(1, 103, 10, 6638029);
(2, 203, 3, 2871632);
(2, 201, 2, 9117811);
(2, 201, 8, 6037304);
(2, 202, 4, 3317869);
(1, 103, 10, 4308248);
(2, 202, 1, 4884848);
(1, 103, 5, 1010114);
(2, 202, 8, 6704906);
(1, 102, 7, 3815819);
(2, 201, 6, 2205584);
(1, 103, 7, 6818185);
(2, 202, 7, 2501735);
(2, 202, 10, 1797518);
(2, 201, 5, 1519366);
(2, 201, 1, 8300449);
(2, 202, 5, 8676597);
(2, 203, 1, 6036396);
(2, 202, 4, 2903954);
(1, 102, 5, 713571);
(2, 201, 10, 522984);
(2, 202, 10, 3748675);
(2, 202, 2, 6419141);
(2, 202, 6, 4777268);
(2, 202, 3, 4262001);
(1, 101, 7, 4598344);
(1, 101, 3, 6249122);
(2, 201, 5, 3433135);
(1, 101, 4, 9762892);
(2, 201, 3, 2751969);
(1, 103, 8, 2866991);
(2, 203, 7, 1610850);
(1, 101, 2, 5797160);
(2, 203, 1, 1710182);
(2, 202, 7, 1357081);
(2, 202, 3, 7421953);
(1, 103, 6, 5596773);
(2, 203, 2, 5965184);
(1, 102, 1, 87488);
(2, 202, 1, 1101108);
(1, 103, 6, 7197695);
(2, 203, 5, 3848259);
(2, 202, 6, 3387641);
(2, 203, 8, 454005);
(2, 203, 8, 2712278);
(2, 203, 2, 4783802);
(1, 102, 2, 1427172);
(2, 201, 6, 2667890);
(1, 103, 6, 2370720);
(1, 101, 4, 2074152);
(1, 102, 9, 5330029);
(1, 102, 2, 2467419);
(1, 101, 3, 1591078);
(1, 101, 8, 3527561);
(2, 202, 2, 3379206);
(1, 103, 7, 4102788);
(2, 203, 3, 6556180);
(2, 203, 9, 2356049);
(1, 103, 9, 2780659);
(1, 101, 8, 1287662);
(1, 103, 4, 3043443);
(2, 201, 6, 5775040);
(2, 202, 4, 2856521);
(1, 103, 4, 7963246);
(2, 202, 7, 4704065);
(1, 102, 3, 3710294);
(2, 202, 4, 202788);
(1, 102, 9, 874932);
(2, 203, 8, 9681530);
(2, 201, 2, 3245468);
(2, 203, 7, 2764669);
(2, 201, 6, 2209381);
(1, 102, 5, 6991340);
(1, 102, 4, 7954334);
(2, 201, 9, 7243945);
(1, 102, 1, 8878649);
(1, 103, 8, 9273267);
(2, 201, 8, 1808044);
(1, 102, 4, 9106010);
(1, 103, 3, 4965657);
(2, 201, 10, 396104);
(1, 101, 1, 4929276);
(1, 102, 8, 5611214);
(1, 102, 2, 1470689);
