(2, 201, 2, 1666380);
(2, 203, 7, 5652493);
(1, 103, 8, 3526670);
(2, 202, 1, 3021350);
(2, 201, 2, 975979);
(1, 101, 3, 1401218);
(1, 103, 8, 1759443);
(2, 202, 8, 8777473);
(2, 201, 5, 6410757);
(2, 201, 2, 2273746);
(1, 103, 5, 778066);
(2, 201, 1, 6838805);
(1, 102, 9, 8393295);
(1, 101, 10, 8443649);
(2, 203, 6, 4246500);
(1, 102, 7, 7503413);
(2, 203, 10, 6631547);
(2, 201, 4, 8976851);
(1, 101, 10, 6874979);
(2, 202, 10, 3260859);
(1, 103, 5, 2376271);
(1, 103, 7, 8034041);
(1, 103, 7, 341049);
(1, 103, 10, 5930332);
(2, 203, 4, 9967909);
(1, 102, 8, 4903841);
(1, 101, 10, 8756989);
(2, 201, 7, 6366378);
(1, 102, 9, 4354454);
(2, 201, 1, 5552115);
(2, 201, 6, 6289781);
(2, 203, 7, 1147735);
(2, 201, 8, 4023384);
(1, 102, 1, 4276309);
(2, 201, 10, 8747824);
(1, 103, 7, 7844031);
(1, 103, 10, 1169085);
(1, 103, 10, 3822890);
(2, 203, 5, 7036442);
(2, 202, 1, 4957932);
(1, 102, 8, 8840268);
(2, 203, 1, 557562);
(2, 202, 8, 3474639);
(1, 102, 9, 7337239);
(2, 203, 5, 1286343);
(1, 101, 10, 7900532);
(1, 103, 5, 5694050);
(1, 101, 5, 6972953);
(2, 202, 1, 7916537);
(1, 102, 2, 1105694);
(1, 101, 3, 2240911);
(1, 103, 6, 7977010);
(2, 203, 7, 2995295);
(1, 101, 8, 5423885);
(1, 103, 1, 2558140);
(2, 201, 2, 5511682);
(2, 201, 9, 6041318);
(1, 101, 7, 7423731);
(1, 101, 2, 6152806);
(1, 102, 10, 8562370);
(2, 202, 2, 356058);
(1, 102, 7, 2735058);
(2, 202, 4, 8808068);
(2, 202, 4, 5216964);
(1, 102, 7, 90461);
(2, 202, 1, 5626452);
(2, 203, 1, 7907301);
(2, 201, 10, 7747933);
(2, 201, 7, 7645322);
(1, 102, 2, 365830);
(1, 103, 2, 3061748);
(1, 102, 8, 4578486);
(1, 102, 4, 8344454);
(2, 201, 4, 8004305);
(2, 201, 3, 6152047);
(2, 201, 9, 1296759);
(1, 102, 9, 2453317);
(2, 203, 1, 9139772);
(2, 203, 6, 2264188);
(1, 103, 3, 7317734);
(2, 203, 5, 3543758);
(2, 203, 10, 2389903);
(2, 202, 2, 2274087);
(2, 201, 10, 9502881);
(2, 201, 5, 2685493);
(2, 203, 6, 4761690);
(1, 102, 2, 2096672);
(2, 203, 3, 5674452);
(2, 201, 6, 6273113);
(2, 201, 6, 7840410);
(2, 203, 2, 4173338);
(1, 103, 8, 4463098);
(1, 103, 4, 6158881);
(2, 203, 4, 1990678);
(2, 202, 5, 4423270);
(1, 103, 3, 4369855);
(2, 201, 2, 8061785);
(1, 101, 3, 4200754);
(1, 101, 9, 441207);
(2, 201, 5, 4575313);
(2, 203, 8, 7347538);
(2, 203, 6, 775354);
(1, 103, 1, 5073000);
(2, 203, 2, 9566285);
(2, 201, 9, 3607896);
(2, 202, 5, 1685909);
(2, 201, 1, 356639);
(1, 102, 3, 3356998);
(1, 102, 8, 8428783);
(2, 202, 5, 1286435);
(1, 103, 6, 4739587);
(2, 202, 1, 3053521);
(1, 103, 10, 6306530);
(1, 101, 3, 6052232);
(2, 203, 4, 239210);
(1, 102, 1, 192036);
(1, 102, 8, 9602688);
(2, 203, 9, 8507910);
(1, 102, 4, 7829512);
(1, 101, 6, 9341193);
(2, 201, 1, 4467533);
(2, 201, 5, 8123213);
(1, 102, 3, 8937693);
(1, 101, 5, 6990735);
(1, 102, 3, 3057531);
(2, 201, 10, 9803359);
(1, 102, 2, 8697525);
(1, 101, 7, 6603212);
(1, 103, 8, 6170506);
(2, 201, 5, 822143);
(1, 103, 2, 8848728);
(2, 203, 5, 4369028);
(2, 202, 9, 8781063);
(2, 201, 5, 5906035);
(2, 201, 2, 8026079);
(1, 102, 2, 4826348);
(2, 202, 6, 2016724);
(1, 101, 8, 8999212);
(2, 203, 5, 5454815);
(1, 101, 1, 8670443);
(2, 203, 7, 9542880);
(1, 103, 9, 8896474);
(2, 201, 1, 83382);
(1, 102, 10, 3252166);
(1, 103, 1, 6542384);
(1, 103, 4, 3352780);
(2, 201, 7, 3828102);
(2, 201, 5, 2783986);
(1, 102, 2, 8006921);
(1, 102, 7, 8297252);
(1, 102, 4, 584290);
(1, 101, 5, 6601949);
(2, 202, 9, 5842709);
(1, 102, 1, 5839212);
(1, 103, 10, 503652);
(1, 101, 9, 8329004);
(1, 102, 7, 8594311);
(2, 201, 10, 7513843);
(2, 201, 5, 1191247);
