(2, 203, 1, 116410);
(1, 102, 7, 6925508);
(2, 201, 6, 3271115);
(2, 201, 7, 2548149);
(1, 103, 9, 3884157);
(1, 101, 3, 7255919);
(1, 102, 5, 1783121);
(1, 103, 7, 9824655);
(1, 103, 10, 368568);
(1, 102, 5, 9181897);
(2, 201, 3, 1231261);
(2, 201, 8, 604979);
(1, 102, 1, 2946430);
(1, 101, 9, 9018139);
(2, 203, 5, 4007305);
(2, 202, 4, 7673246);
(2, 201, 7, 8999949);
(1, 102, 8, 482541);
(2, 202, 5, 9911393);
(1, 103, 6, 5821135);
(1, 103, 9, 7715308);
(2, 202, 2, 5739884);
(2, 203, 8, 308438);
(1, 103, 7, 5407267);
(2, 201, 4, 8185591);
(2, 201, 4, 1727114);
(2, 201, 7, 4596013);
(2, 201, 10, 7626834);
(2, 202, 6, 2679425);
(2, 201, 5, 4143224);
(2, 202, 5, 6774118);
(1, 102, 1, 9456108);
(1, 101, 3, 8573466);
(1, 101, 4, 4015144);
(1, 102, 1, 1993271);
(2, 202, 3, 425841);
(1, 102, 1, 9539436);
(2, 203, 4, 9492775);
(2, 203, 7, 7700998);
(2, 202, 4, 4686468);
(1, 103, 2, 8827066);
(2, 203, 8, 861040);
(1, 103, 2, 9999412);
(2, 202, 7, 3358295);
(1, 102, 3, 8421868);
(2, 202, 2, 9460508);
(2, 203, 1, 3338118);
(2, 201, 5, 9219892);
(1, 101, 5, 2098415);
(1, 101, 5, 916966);
(1, 102, 7, 1236666);
(2, 203, 6, 8352374);
(2, 201, 7, 685391);
(2, 203, 2, 3092281);
(2, 202, 10, 562241);
(1, 102, 4, 684445);
(2, 202, 3, 7394175);
(1, 102, 3, 3819161);
(2, 202, 8, 475705);
(2, 201, 7, 8414031);
(1, 102, 7, 3712095);
(1, 102, 3, 9647530);
(2, 201, 10, 4523629);
(2, 202, 7, 4415295);
(2, 203, 3, 1085416);
(1, 103, 1, 1468486);
(1, 103, 7, 4827314);
(1, 102, 8, 9517856);
(2, 203, 2, 4208028);
(1, 103, 9, 3317464);
(1, 103, 10, 8157416);
(2, 201, 6, 2503660);
(2, 201, 3, 1844426);
(2, 202, 8, 4809877);
(2, 201, 7, 3657732);
(2, 202, 8, 1343355);
(1, 101, 4, 8478518);
(2, 203, 9, 7488365);
(1, 101, 10, 1676844);
(1, 102, 10, 9961209);
(2, 201, 8, 5168542);
(1, 102, 9, 6886603);
(1, 102, 5, 4652953);
(1, 102, 8, 9151792);
(2, 202, 6, 63853);
(2, 202, 3, 1405545);
(1, 103, 5, 604263);
(2, 201, 2, 4446611);
(1, 101, 2, 6253309);
(1, 102, 10, 6781450);
(1, 101, 10, 5034428);
(1, 101, 5, 8840997);
(1, 103, 1, 9005343);
(2, 203, 6, 1871721);
(1, 102, 5, 7550128);
(2, 201, 10, 9960726);
(2, 203, 9, 4793715);
(1, 102, 7, 7188696);
(1, 102, 1, 1450063);
(1, 101, 8, 2660272);
(1, 101, 3, 9235999);
(1, 102, 4, 8764014);
(1, 103, 2, 4271660);
(2, 201, 2, 1578980);
(2, 202, 5, 371625);
(1, 102, 4, 2029521);
(1, 103, 1, 8315436);
(2, 202, 4, 2200565);
(1, 101, 10, 8918437);
(1, 103, 7, 4170083);
(2, 201, 9, 340655);
(2, 201, 4, 4608194);
(1, 103, 1, 6670781);
(1, 103, 6, 1091526);
(1, 103, 2, 165577);
(2, 203, 7, 2374651);
(1, 102, 9, 5551736);
(1, 102, 6, 1152762);
(2, 203, 8, 9821309);
(1, 102, 2, 395034);
(1, 103, 9, 150460);
(1, 103, 4, 5550408);
(2, 202, 3, 579293);
(1, 102, 6, 7386399);
(1, 102, 4, 78299);
(1, 103, 3, 6934407);
(2, 201, 10, 6532372);
(2, 202, 2, 9219904);
(1, 103, 3, 4028900);
(1, 101, 4, 4697555);
(2, 203, 6, 6396403);
(1, 103, 6, 2236128);
(2, 203, 4, 5633116);
(2, 202, 5, 292273);
(1, 102, 9, 9802622);
(2, 202, 7, 6458214);
(1, 101, 5, 497250);
(1, 101, 2, 4615139);
(2, 202, 9, 8779696);
(1, 102, 4, 4392233);
(2, 202, 8, 2788806);
(1, 101, 9, 384267);
(1, 103, 6, 2086084);
(1, 102, 4, 3526804);
(1, 102, 8, 9715248);
(2, 201, 5, 6415883);
(1, 103, 5, 7590258);
(1, 103, 5, 8238035);
(1, 101, 5, 2704163);
(1, 103, 6, 2358398);
(1, 101, 6, 2533973);
(1, 101, 9, 8524684);
(2, 203, 5, 797657);
